,Bldg #,Building,Code,2018-01-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00
11,0071,Law Center Central Plant,LAW1,78234.31038178994,53870.02552583011,49454.99446461755,67750.96020539507,111084.82769418361,84541.97557216621,184758.10860869035,86394.0,73023.72872909706,52433.679374555904,23786.016451727955,4199.504751095705,8498.026891209844,2347.348239319946,23546.022212606054,28604.336038216672,19252.679686104577,43568.2676509153,57530.964373058494,66445.88442472147,93958.90498563653,48372.03200125798,32013.180774560788,10170.68991153753,3322.020104457479,16381.0,5636.0,9216.0,14981.0,25045.0,23862.0,33366.0,39773.0,33206.958344109255,8082.0,4357.0,5258.0,6755.0,3972.0,11018.0,20692.0,27306.0,32393.0,34890.0,25721.0,19040.0,19007.0,4206.0
12,0080,Bridge Hall,BRI,49890.96150053144,43051.99714256029,39683.02660052045,40902.038436044895,39933.91342187075,37758.01746001681,37755.9845165138,37578.07512150242,39158.84421216841,40883.740406856035,42690.456806372466,37786.75781881093,37262.012646049785,37664.08657225657,39209.01202364356,40127.00952449257,36108.00510033959,34241.02516648954,35184.88825330898,35424.962323077976,46518.96802109709,49668.01137089768,47779.9287495584,47447.869756356704,43313.08237007781,38216.0,29072.999999999996,17278.0,14857.0,16594.0,17351.0,20170.0,29068.0,21735.20386995254,20131.0,15333.0,16699.0,14891.0,16282.0,17290.0,20376.0,29042.0,26797.0,30874.0,36759.0,39944.0,41538.0,33855.0
13,0100,Ele. Microscopy Center,CEM,14117.879781114989,13575.875450036832,13703.588834504162,14372.243330921237,16009.282227328311,14443.488252251578,17118.115147267992,18224.733105108287,17043.149475428258,15901.278637953865,17478.879595790047,16544.467429928,14873.653498435238,14119.120951440433,15275.952152841559,17255.6892811642,17290.173981066833,17249.73825269745,21289.750622348234,20542.857068101603,22664.296425874763,22833.96960443065,20624.059225862493,22190.301655828633,19991.258492731693,21772.0,19358.0,15684.999999999998,15298.0,17533.0,16943.0,16736.0,17953.0,16744.815975765643,17354.0,16309.0,16333.0,11495.0,10468.0,9940.0,9448.0,6205.0,6014.0,9575.0,5000.0,5203.0,5460.0,5239.0
14,0131,Commons  ,COM1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0130,Commons Non-Aux  ,COM,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0140,Dosan Ahn Chang Ho Family House,AHN,2082.016741572363,1998.998625664002,1923.4170453929307,1323.999670184965,1095.028240756238,1432.9607719826752,2533.0,2707.9953625139306,1794.0030984288132,1211.38,1043.9823731128533,1365.6039398354928,1635.9612577856594,2073.960398600521,1408.969602989185,1357.0281016493159,1066.0351988488583,1262.9762036032594,2244.9495331111702,2106.56,2390.980254908675,1593.286775608332,1499.9834750925963,2290.15233395543,1789.528802138844,1725.0000000000002,1353.0,1429.0,1050.0,480.00000000000006,457.0,438.0,486.0,445.11090027391725,497.0,424.0,451.0,594.0,407.0,440.0,447.0,479.0,463.0,460.0,708.0,1383.0,889.0,1192.0
17,0150,Academic Services (CAS),CAS,7167.996639851748,6495.983770395377,6486.690387057273,6538.5346406479,6955.325121015918,6903.044929245175,6720.010424146753,6943.972188826666,14924.917379417895,13491.891193428859,11172.371266265818,8037.61520311782,6720.014519894066,6850.25,6486.6939536805885,7732.999999999999,8553.946666666667,9101.986730333934,11053.0,6496.01482312104,9352.0,11398.0,11526.0,9202.956356521832,9170.0,9922.0,7305.0,6128.0,5822.0,5120.0,5760.0,11418.0,12094.0,10857.855531299272,8574.0,5741.0,7044.0,5683.0,6198.0,7578.0,8473.0,9495.0,10138.0,11138.0,11905.0,8433.0,6992.0,6993.0
18,0160,Heritage Hall,HER,89290.99722583432,98325.5717702804,87814.04132951456,88638.51937047232,91108.50863505702,80906.97549472937,82640.0304091014,93683.9850761119,89489.6641597749,92092.43176180669,99620.55663038224,87750.11037728812,90161.04035092116,89972.17508019196,90490.01221159927,95505.96409438796,82653.01743230675,82169.82513614997,88767.97058055656,88487.85099050662,91104.9242525866,95244.06620429228,92107.87424794452,92126.23278870179,84560.6403663252,99228.0,77820.0,60692.00000000001,56324.0,61524.00000000001,74287.0,74153.0,68016.0,78760.9298713973,89189.0,76621.0,81051.0,78205.0,78799.0,80149.0,77456.0,82047.0,78035.0,89291.0,97444.0,88912.0,91779.0,75640.0
19,0161,Heritage Hall GALEN CENTER,HEX,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0180,Doheny Library,DML,172200.9406425041,176483.0025971185,174554.0496376892,172933.93460163026,173019.99282169106,167083.00428796807,194585.1458447259,218108.8792071908,205340.190174014,203512.7888328966,222367.80550454822,196488.89898320398,169226.13238052008,180207.32322621878,177959.033440876,203716.94925853595,189114.03764599605,183136.56745971186,213254.92970814166,191906.69830347042,232890.7888167015,245455.12156515408,216501.71178817184,179692.46665302513,156614.21628466167,225473.00000000003,192279.00000000003,190055.0,198755.0,213228.0,200916.0,176620.0,191966.0,181257.19250485103,183658.0,130926.0,137188.0,118346.0,125380.0,130360.0,134730.0,162460.0,182198.0,190868.0,226366.0,228880.0,230472.0,181116.0
21,0190,Gerontology Center,GER,109742.97304761039,103783.78516537193,104608.23380323363,104628.03172857546,112759.92170721413,100338.97306215059,102722.06075758382,104288.97324245461,102895.59089298884,102273.98986867655,113067.69069301775,111487.99046829011,102953.05760672333,97743.19486521295,99118.04444045878,108119.98963052742,100931.00636700157,97130.77744390504,106735.98533650559,99104.84678723314,99901.9333372707,106910.04595900634,102277.89152301411,108797.71103779724,95740.13046198405,107631.0,100701.0,91504.0,93837.0,96532.0,93261.0,92851.0,102656.0,97153.63160183918,99264.0,95705.0,92955.0,80736.0,80620.0,80736.0,80736.0,89088.0,83520.0,80736.0,89088.0,83520.0,91988.0,83520.0
22,0200,Scene Dock,SCD,3910.9684636814877,4115.37499553493,3261.6267468269148,3639.7458051582394,3500.252140841213,3067.9994384412016,4626.995623709914,4925.009520005492,3503.9779486876587,4621.162954924478,3928.290085463777,2190.7825405701606,3916.0181034449306,4396.987771570752,3815.0259070111847,4888.974271083032,2348.007271528887,1948.007350012764,2077.973501828285,2094.0,4660.971014275358,4849.9733725632705,3658.0118151660117,2639.9780637007625,3775.0331352942844,6390.000000000001,2624.0,544.0,1400.0,2492.0,2540.0,2509.0,2034.0,2241.798392438421,1665.0,1380.0,1462.0,1500.0,1445.0,1469.0,1450.0,1482.0,1359.0,2094.0,3250.0,1500.0,1498.0,1399.0
23,0230,Biegler Hall,BHE,41560.760090219104,39772.30929201102,39875.98757209039,39661.019614061035,41719.15662749969,42286.87809293308,44363.99976314076,48688.999771895804,48659.91823274668,46848.56758584681,49162.26758269301,45491.63580641959,41870.01073528762,42725.075417574655,42745.02048094237,44555.00315628022,44196.01345404843,46101.88481939936,52045.00728516669,45380.16906352791,45979.7131945315,44327.01257784682,39953.93054253283,44678.88369243566,42176.05078787005,48453.0,40451.0,33410.0,35632.0,38243.0,41809.0,44991.0,48792.0,44971.46290304368,50099.0,42190.0,44571.0,41093.0,42074.0,42486.0,42218.0,46252.0,44509.0,46860.0,52224.0,46713.0,50734.0,41873.0
24,0240,Vivian Hall,VHE,297352.8652995717,267028.40644717944,257650.06674734963,272384.89807021833,303994.04641424736,304782.98350023257,330216.22209772596,401221.07343900367,334507.21285734326,287205.7441144952,326454.1680093684,295131.3668901897,251277.1459368786,249013.48029871198,249940.05402200337,309677.94949731446,282009.00750007306,288341.31620591314,347022.4668308663,313262.4492305844,358037.72230788384,322132.16469146486,282178.63183017616,284555.14442849765,238801.36264395044,278915.0,230271.0,211529.0,241025.0,266287.0,276877.0,294463.0,307030.0,295617.71881064924,288736.0,241347.0,252182.0,236142.0,224540.0,229315.0,238721.0,272849.0,284708.0,334648.0,380928.0,268691.0,252225.0,212834.0
25,0242,Vivian Hall Chiller Plant,VHE2,30593.653193760158,22605.483000438257,9901.025748462242,23705.016215326876,28824.970864534094,66461.02362901268,59095.022837094715,94618.72028922515,70371.73719667562,64423.00000000001,53969.36329975606,41342.72019861415,6952.0194713989795,23285.06964756079,28140.009071472814,82768.96680184029,67586.02497722619,62506.845066543116,93452.38696669409,78772.87643877462,102053.92063069287,71011.05456449148,56933.899589303524,52223.82691608148,22726.03109925119,42703.0,26077.0,29003.000000000004,53996.0,59796.0,56416.0,63519.0,56596.0,51886.967084476564,44954.0,30059.0,28274.0,29944.0,31090.0,39318.0,48120.0,64009.0,69330.0,79057.0,147456.0,60311.0,47321.0,30692.0
26,0250,McClintock Building ( was University Computing Center UCC),MCC,58014.98895850828,54096.03729966422,53578.52233505303,56494.45643312204,61174.982435938815,55262.97657502704,55985.05825020673,56557.95899600755,56902.7892773342,57494.65307189342,63648.1043965665,61616.91008374237,57494.03114337276,56357.1281185905,53278.98676891983,58325.99737789206,54027.032521918,51488.8885854932,57385.95447076575,49086.90246537751,52260.93704650151,57150.033162482156,54348.90224327195,55500.861526161534,47208.088975125254,49877.0,43844.0,46713.99999999999,41043.0,41446.0,44365.0,44805.0,47095.0,43885.078282627364,47956.0,35411.0,40050.0,35939.0,36084.0,39435.0,38447.0,42761.0,43200.0,42755.0,40234.0,39096.0,45340.0,39775.0
27,0270,Powell Hall,PHE,90733.48117704992,84357.76849912568,84938.0071284708,85764.99417954628,89941.98004121058,78688.98429208861,84533.03669122666,90414.95483312722,90996.65077052602,90654.44449009065,102550.49536036591,94545.23198687682,89372.04550689027,84786.14976140198,85327.02756397463,89432.97804978724,85358.00300417241,77358.83645138863,84787.97561520677,79740.84377478974,87270.91754627763,89677.04355260936,90433.8994466859,101936.68376868249,89751.13407966947,98517.0,84486.0,79088.0,80081.0,77452.0,81029.0,78712.0,88033.0,85887.74262413237,97071.0,86094.0,93897.0,82714.0,77397.0,78196.0,76995.0,81238.0,76995.0,77403.0,86016.0,77642.0,88217.0,81160.0
28,0290,Watt Hall,WAH,125309.13979962819,135213.92834568326,128436.0480351174,137459.95180824783,117645.00174919305,90980.0134598714,93363.08901988713,89538.95087773647,114689.55572541646,123284.22155768573,131418.08501400842,125106.46667042952,119845.09484694657,125741.2460223189,110277.37206778734,117055.91745107181,113280.00570757347,109503.74240605619,98629.98197477766,86844.82957990617,114689.91313768172,130411.08442430916,127180.8442331433,124127.62178684404,104126.16281521112,132579.97,90074.0,67397.0,53104.0,69535.0,69818.0,60353.99999999999,65238.0,52185.41467231117,59390.0,53732.0,58088.0,50001.0,54196.0,61853.0,60802.0,68853.0,53887.0,66006.0,82944.0,66547.0,70635.0,65079.0
29,0310,Student Health Center,SHC,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0320,Annenberg Sch. of Communications,ASC,99945.4747743164,103769.47726878688,105341.0111630057,100062.96371470086,104430.03061830922,97648.33761622799,96144.08276145869,101957.94778775534,101312.61873782116,104934.3602203389,110228.3854718859,102822.2216871681,97971.0627887552,101644.17898290703,98153.7272455848,101273.98731533931,94721.85880285942,88478.97136874999,95212.96663009384,92673.85762529088,99815.891447388,105603.06387434262,102357.8681185367,103506.35823952423,97253.77687494994,108956.0,89005.0,56533.00000000001,51929.0,67515.0,76063.0,77109.0,85715.0,72481.03411696688,81394.0,63493.0,79873.0,78853.0,77489.0,75911.0,74542.0,87105.0,80824.0,89811.0,92908.0,90528.0,91878.0,88019.0
31,0350,Taper Hall,THH,128017.14895228716,124591.63993652826,126551.96103411751,133935.90426043834,126083.84258395302,119312.67693472425,143780.0,153094.0,157611.4249713451,152781.04375549665,159024.47356597232,131693.3548842234,125417.24855178628,122825.12,129292.62277795303,151786.07756745466,136818.81651901253,148838.24958122688,167836.2226640755,156471.0698228136,141094.43282176708,145247.71890850298,131434.10792714785,130791.66598835787,99930.0,118209.0,98095.99999999999,79358.0,84762.0,97148.00000000001,100524.99999999999,95261.0,93991.0,93056.25876717507,90466.0,69179.0,66596.0,55958.0,60650.0,68064.0,62378.0,81623.0,71256.0,90240.0,95256.0,101811.14,97886.0,63448.0
32,0370,Hancock Foundation,AHF,166497.9730188597,156489.0419247604,155431.08373139048,156436.97258914626,166440.29443913695,129211.78378922935,129212.0,165803.18436566848,167378.38837720404,140596.16589093299,155237.6647762266,169051.9528519777,157108.0,157108.0,152039.0094593633,158445.98777567607,149713.0243846249,149477.6230129759,170834.93378080757,162852.73477382006,174371.85259287697,179276.07317369193,164700.760194098,180622.48127703473,158384.22110233596,168010.0,142674.0,127793.0,132369.0,139783.0,141271.0,140548.0,157914.0,151641.03300975202,158618.0,136555.0,144245.0,124844.0,127135.0,134460.0,140093.0,163773.0,159752.0,159112.0,170718.0,153241.0,155502.0,149318.0
33,0380,Harris Hall,HAR,49499.69123058643,51449.27515221718,51193.02667764523,57864.95967880922,50170.99146864605,43916.98953246138,48174.0541187111,48840.00570669982,54950.813072345845,54889.65283298113,58787.143965851574,49988.37449402075,49579.04278246657,50765.10410387499,49876.02250662587,57494.021231830084,46101.99759486619,38118.898093419295,46649.98105103862,38793.95211590742,57342.93823402035,57200.01358072964,52037.91065495213,51315.853569239574,43567.06394189487,53652.0,41119.0,34015.0,34461.0,38033.0,38345.0,37100.0,42175.0,39478.87556102477,39882.0,33367.0,32432.0,27761.0,26670.0,28781.0,30179.0,35067.0,33568.0,38767.0,36168.0,25980.0,38527.0,33723.0
34,0400,Organic Chemistry Wing,OCW,24356.007342383175,21343.142328118058,21818.029199557343,22545.98880376749,24832.012655893235,22753.749192769,22963.98762267888,23519.99173951898,22570.887761112328,22502.86211357046,24096.634205365746,19955.750918501093,18007.02574245567,16969.041253797193,16874.98489155197,18683.980377464773,17417.974545778903,17758.97616923064,19140.972593064438,17413.99117812634,18108.0023380441,19151.981251732774,19424.99278825692,20392.635916436127,17546.00676888066,18706.0,16409.0,15241.0,15850.0,18179.0,17994.0,17839.0,18458.0,16870.833517581053,18495.0,16640.0,17400.0,15668.0,15611.0,15571.0,16225.0,18148.0,16350.0,17418.0,19189.0,16271.0,18283.0,17333.0
35,0401,Stabler Hall,LJS,32971.95744625917,43366.90334795517,45292.9929829165,43996.9998013836,42494.99876266215,45104.0200902892,48795.00382619103,53166.98570863824,51851.79125966017,50918.69493292156,46630.31177784785,33518.06408371824,31843.005943725202,32828.08053438768,38211.031608806414,41619.01532493505,39027.994269434246,41291.88869365239,46055.00001402662,42025.90614816777,45727.94666198915,44255.02672955127,42058.95181638224,44787.87520472939,35448.029150127884,46808.0,33552.0,24963.0,25131.0,27018.0,30679.0,33450.0,38372.0,40411.71938829641,46608.0,35562.0,35067.0,37690.0,36908.0,35670.0,36617.0,43915.0,44625.0,42028.0,48244.0,40207.0,38414.0,35078.0
36,0410,School of Social Work,MRF,35450.98077608804,32104.005365309673,32778.98976249167,38651.990969440696,31044.01397567774,30120.01504379195,35395.0326452333,39622.831105570796,39122.95214616438,35088.77952562369,34318.48497623207,22541.249948336037,26613.044708279052,28064.03112299386,32579.979251393062,34147.990781429486,28663.54929362679,30727.91767733639,33464.338236139985,35509.96672611768,36329.08672288134,41346.0,32319.0,23941.249948336,29956.0,28699.999999999996,26500.0,10692.0,13933.0,17593.0,25231.0,33928.0,46987.0,24036.317512321788,20542.0,17060.0,18026.0,16797.0,23547.0,25429.0,25398.0,30395.0,31383.0,29209.0,39485.0,35058.0,34512.0,28945.0
37,0420,Kerckhoff Hall,KER,16760.844,16062.132,16720.716,17891.532,17818.356,16062.132,18513.528000000002,11269.104,17745.18,17635.416,19537.992000000002,15476.724,16062.132,15988.956,15330.372,17489.064,16757.304,17818.356,20306.34,18294.0,20159.988,19611.168,19537.992000000002,14488.848,15366.960000000001,17159.772,14598.612000000001,11269.104,17562.24,9403.116,14927.904,17379.3,17306.124,16256.717344231447,16867.068,15696.252,12952.152,15257.196,13464.384,14671.788,14232.732,15330.372,17818.356,20013.636,20635.632,19172.112,17891.532,16940.244
38,0440,School of Accounting,ACC,39903.96461883075,38361.987874454775,38250.0163398208,38153.97395519715,37611.98443451901,35669.98186766072,37047.021468242085,40104.9723480906,41544.82631895465,40806.74323693772,43436.454806762384,39494.18684420773,38831.04255209694,38603.073207870395,37109.022907145045,38962.0170656441,37331.99736410871,35360.90744552283,37901.99805651523,35266.91910494239,40379.96765291775,43032.02813456569,40686.94254403045,40723.89179330556,37343.044059634594,41967.0,34279.0,28465.0,29661.0,30740.0,30714.0,29754.999999999996,32874.0,30087.623332506584,33705.0,28295.0,30441.0,27484.0,26997.0,26720.0,27609.0,29917.0,29183.0,31932.0,37980.0,35573.0,38181.0,33491.0
39,0450,Mudd Hall of Philosophy,MHP,12417.661714136084,12168.932285840949,12614.996449996943,13563.015154664306,13295.00088303793,11741.02746169644,13459.026453900453,14177.967804963377,14483.949137057356,14119.923971196906,14471.820674848555,14234.876134876147,12200.018943483874,11734.255852593189,11627.75282263897,13204.991304127327,11613.985686561464,10751.950665201935,11711.013089545611,10949.9748277419,13691.00100125104,14208.660376704938,12909.958353140553,12329.983009395071,11032.01327387738,12697.0,9405.0,7644.0,7125.0,6962.0,7769.0,8687.0,9668.0,9271.9416541642,12536.0,11659.0,12051.0,14635.0,10680.0,10193.0,10079.0,12158.0,11719.0,11033.0,12288.0,12535.0,13462.0,12081.0
40,0460,Widney Alumni House (ALM),ALM,6524.995377957803,6005.010948690109,5940.0225338352375,5757.010722136966,6314.020928900173,6041.026577802318,6082.0,6280.248428874119,5692.733752983529,5477.94578274096,6166.9126130471905,5741.473955743137,5325.017995627958,5699.012156711338,5804.015769011691,5639.999459084116,5571.019687396345,5499.99006722827,5780.994536155251,5025.0055070792705,5489.981305484472,5878.668702230757,5578.964595314497,5374.83,5407.011871493132,5948.0,5463.0,4360.0,4423.0,2512.0,2548.0,2732.0,5377.0,2678.9822660275818,3190.0,2646.0,3011.0,3455.0,3639.0,3643.0,3091.0,2766.0,3212.0,4307.0,7078.0,6899.0,7720.0,6858.0
41,0470,JEP House,JEP,4505.54452680624,3100.044260092627,4463.663580990479,5736.892154011896,3660.8447325908955,2528.7144509280793,4073.015195292945,4557.83,4737.392591468258,4070.88,4507.979996795496,5134.343650459576,3751.537866725847,3687.3628828462183,3282.3128987091595,3737.8302507280937,3280.292267326726,4119.61618909343,5570.811017645575,7345.7881388586675,7366.369126428899,5517.92010963416,4284.718436599014,6872.481791107416,7119.859517256727,5043.0,4306.0,2579.28,1976.0000000000002,2160.0,2310.0,2061.0,1974.0,2015.1233014325824,2192.0,2769.0,3049.0,3612.0,2475.0,1493.0,1432.0,2110.0,1998.0,2271.0,2565.0,2252.0,2565.0,3366.0
42,0480,Seaver Science Laboratory,SSC,169737.86672894686,135799.1610601687,148763.02715972002,148950.55655847455,162409.0205706388,205980.99728862906,350442.2034211682,373477.15386315825,282059.7813585126,256231.43649013995,253499.28444760383,228807.1824626382,209321.1568960333,204495.34753013315,229615.0359411293,243936.44020060764,236610.9921121946,202703.51616657997,191207.81321919896,191444.78125,205414.875,321747.18671578343,213856.0625,231766.57486750567,124224.209014275,175777.0,155328.0,114931.0,112834.0,122177.0,142338.0,122906.99999999999,155998.0,154180.12843663653,177615.0,156736.0,171121.0,159454.0,151526.0,119140.0,114588.0,155628.0,151574.00002861023,155775.0,184914.0,168228.0,169514.0,166874.0
43,0481,SSC Chiller Plant,SSC1,64999.94923592197,51932.365382748285,15364.015030287264,28496.005854868243,26473.655431970074,34951.96172325369,35100.415781029726,70557.5272304781,71595.36063748739,71953.88557866271,87396.66813997326,114583.0,101999.99999999999,75360.3109415374,61701.0,71334.0,43524.545454545456,77542.93108378623,134511.42820619562,128974.25,211462.0625,120117.66015625051,85976.9375,113067.0,101293.14778251642,124237.0,86837.0,104418.0,127183.99999999999,131886.0,120033.99999999999,208002.0,149976.0,132604.59809717542,84039.0,59727.0,35576.0,15578.0,47825.0,72698.0,78120.0,88754.0,126718.0,133462.0,133808.0,94922.0,77637.0,65460.0
44,0490,Seaver Science Library,SSL,29797.972482854257,29455.12352947967,26772.03368576976,27721.012225683153,29006.02068685106,22824.023766861337,23567.01090720462,25923.008395694564,28537.913724193535,28001.82915355898,28137.61907680131,26060.376161527896,26735.989531685238,25182.038047981267,26980.028134370463,30016.995635273473,28319.986844446456,22218.654105076657,23265.341208775397,24989.01590876861,28135.978138088405,27865.015418989606,27798.238831304847,25977.75953401126,26142.0,25182.0,23679.999999999996,21390.0,20015.0,18939.0,23079.0,26434.0,23408.0,23262.454008667297,21199.0,18869.0,19000.0,17935.0,18500.0,21308.0,18908.0,19200.0,12851.0,13000.0,17859.0,18122.0,21857.0,19000.0
45,0520,Early Childhood Training,ECT,6835.428,6484.908,6750.804,7223.508,7193.964,6484.908,7474.6320000000005,4549.776,7164.42,7120.104,7888.2480000000005,6248.5560000000005,6484.908,6455.3640000000005,6189.468,7061.016,6765.576,7193.964,8198.460000000001,7386.0,8139.372,7917.792,7888.2480000000005,5849.712,6204.24,6928.068,5894.028,4549.776,7090.56,3796.404,6026.976,7016.7,6987.156,6563.469678828768,6809.892,6337.188,5229.2880000000005,6159.924,5436.0960000000005,5923.572,5746.308,6189.468,7193.964,8080.284,8331.408,7740.528,7223.508,6839.436
46,0550,Webb Tower,WTO,67276.0080669254,70216.99609502753,56161.524647553575,56030.47607839502,44898.49012856228,24451.48682191464,49310.01376992499,76875.94678357155,85628.6861967194,75202.54823329656,70559.94651510037,49487.81461154867,78064.0292324533,84708.15729948245,57781.04026778098,62054.02079449384,33617.03151931309,17538.958921047917,24541.016470870454,48091.91780635805,97656.93675157175,80553.0421189272,68825.88927284996,65550.8161478068,57074.0959420243,77528.0,62147.0,41682.0,35741.0,30022.0,27442.0,29595.0,35243.0,30936.897765737296,30770.0,31808.0,39835.0,33836.0,41000.0,28737.0,26578.0,21123.0,20160.0,31613.0,53521.0,65602.0,64352.0,65561.0
47,0560,Fluor Tower,FLT,66948.97122179407,80413.02841841978,70864.04390606422,72868.00257359947,53413.02938001422,42694.975663428966,50302.02244617901,83024.98837173985,105218.61183382486,95044.43419528397,90793.65738202445,58147.46422683557,84524.03206500859,104600.19980440014,74919.01534148765,83351.01726607697,45539.9900909863,34743.92173376433,51151.978213684466,78610.88078661234,123222.8797903672,103857.0266401559,83216.90000600311,69716.79108586219,80051.10927634872,108188.99999999999,71152.0,40808.0,44536.0,37048.0,36919.0,35281.0,29024.0,27229.207454583666,29712.0,32273.0,26844.0,24968.0,20170.0,20828.0,19784.0,21951.0,20920.0,22850.0,13299.0,12849.01,14010.0,13410.0
48,0590,Childs Way Bldg II,CWT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0600,PHP Utility,PPU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0610,PHP Grounds,PPG,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0630,Facilities Management,FAM,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0640,Dental Science Center,DEN,355716.9025571973,335124.05815268843,338348.1369795181,333326.8773093498,367518.01202519366,355652.9677249443,394206.2375839661,395562.83141279256,384220.54522125504,373051.7123141874,377183.54049927526,312703.30890821316,326055.24928584363,330018.5933781641,346028.0511802557,350531.25910073816,336830.0250913023,356199.1572031959,391298.879415849,343404.41497621103,379858.6865598506,410939.1744060566,402011.47344468307,381749.88749670633,367211.5705186836,413997.0,326479.0,226485.0,273982.0,288299.0,300303.0,329151.0,374437.0,375682.77247744915,384581.0,310518.0,349850.0,306726.0,309042.0,317306.0,328291.0,370029.0,411795.0,343240.0,303500.0,282533.0,316491.0,239875.0
53,0649,Dental Science Center - Verizon Cell Site,DEN Verizon Cell Site,2955.0043469321085,2722.011085042443,2687.0259977545375,2772.9983128191384,3027.003764656049,2836.974085750279,3127.0,3279.9893745803165,3031.979274681497,2888.9992417266644,3075.9454158801886,2990.575690959173,2873.0045388532826,2758.9685466888463,2722.0139243134263,2645.705541206099,2644.964220387474,2422.009421536237,2741.9750152103106,2440.005367762465,2424.987814213211,2437.042852744143,2208.0064310846165,2969.0352409442644,2712.984971682252,2977.0,2521.0,2529.0,2770.0,2907.0,2877.0,2917.0,3171.0,2994.709417477368,3103.0,2710.0,2924.0,2670.0,2664.0,2456.0,2151.0,2909.0,2925.0,2590.0,2842.0,2489.0,2661.0,2291.0
